Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime,,,
Accident on Hill Road,31-Dec-09,N.A. Cr,N.A. Cr,N.A. Cr,0.7,,,
"Raat Gayi, Baat Gayi?",31-Dec-09,N.A. Cr,N.A. Cr,N.A. Cr,0.6,,,
3 Idiots,25-Dec-09,12.78 Cr,40.65 Cr,79.07 Cr,202,,,
World Cupp 2011,18-Dec-09,N.A. Cr,N.A. Cr,N.A. Cr,0.1,,,
Paa,04-Dec-09,2.15 Cr,10.90 Cr,16.00 Cr,30,,,
Radio,03-Dec-09,N.A. Cr,N.A. Cr,N.A. Cr,1,,,
De Dana Dan,27-Nov-09,0 Cr N.A,21.37 Cr,34.31 Cr,48,,,
Marega Salaa,20-Nov-09,N.A. Cr,N.A. Cr,N.A. Cr,0.1,,,
Kurbaan,20-Nov-09,0 Cr N.A,11.43 Cr,17.34 Cr,27,,,
Tum Mile,13-Nov-09,0 Cr N.A,5.75 Cr,9.24 Cr,9.2,,,
Aao Wish Karein,13-Nov-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
2012 (English),12-Nov-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,63,,,
Rocket Singh ?€? Salesman Of The Year,12-Nov-09,0 Cr N.A,8.60 Cr,13.81 Cr,16,,,
Jail,06-Nov-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.6,,,
Ajab Prem Ki Ghazab Kahani,06-Nov-09,6.64 Cr,22.52 Cr,35.83 Cr,64,,,
London Dreams,30-Oct-09,0 Cr N.A,14.60 Cr,23.36 Cr,28,,,
Aladin,30-Oct-09,0 Cr N.A,2.93 Cr,4.69 Cr,5.8,,,
Main Aurr Mrs Khanna,16-Oct-09,1.64 Cr,4.42 Cr,6.86 Cr,7.4,,,
Blue,16-Oct-09,5.83 Cr,18.07 Cr,29.72 Cr,38,,,
All The Best,16-Oct-09,1.82 Cr,12.38 Cr,22.14 Cr,41,,,
Acid Factory,09-Oct-09,0.61 Cr,1.93 Cr,3.76 Cr,3.8,,,
Short Kut ?€? The Con is On,07-Oct-09,1.37 Cr,4.48 Cr,6.51 Cr,7.6,,,
Do Knot Disturb,02-Oct-09,3.63 Cr,9.22 Cr,13.00 Cr,16,,,
Wake Up Sid,02-Oct-09,3.66 Cr,10.42 Cr,15.68 Cr,27,,,
What?€?s Your Raashee?,25-Sep-09,1.61 Cr,5.95 Cr,8.62 Cr,10,,,
Dil Bole Hadippa!,18-Sep-09,3.42 Cr,11.82 Cr,17.59 Cr,23,,,
Wanted,18-Sep-09,5.10 Cr,15.57 Cr,33.63 Cr,60,,,
Aagey Se Right,04-Sep-09,0.52 Cr,1.71 Cr,2.57 Cr,3,,,
Fox,04-Sep-09,0.59 Cr,1.81 Cr,2.52 Cr,2.8,,,
Quick Gun Murugun,28-Aug-09,0.27 Cr,0.93 Cr,1.37 Cr,1.8,,,
Daddy Cool,28-Aug-09,0.86 Cr,2.79 Cr,3.99 Cr,4.4,,,
Life Partner,14-Aug-09,1.58 Cr,5.79 Cr,9.86 Cr,20,,,
Kaminey,14-Aug-09,4.39 Cr,14.82 Cr,24.60 Cr,41,,,
Agyaat,07-Aug-09,1.23 Cr,3.57 Cr,5.18 Cr,5.3,,,
Teree Sang,07-Aug-09,0.31 Cr,1.08 Cr,1.69 Cr,1.9,,,
Love Aaj Kal,31-Jul-09,8.02 Cr,27.86 Cr,42.80 Cr,66,,,
Luck,24-Jul-09,3.71 Cr,11.18 Cr,16.49 Cr,21,,,
Partner,20-Jul-09,5.38 Cr,16.57 Cr,27.74 Cr,60,,,
Jashnn,17-Jul-09,0.61 Cr,1.88 Cr,2.69 Cr,2.8,,,
Kambakkht Ishq,03-Jul-09,7.42 Cr,22.62 Cr,33.10 Cr,47,,,
New York,26-Jun-09,5.62 Cr,17.42 Cr,27.36 Cr,45,,,
Paying Guests,19-Jun-09,1.00 Cr,3.33 Cr,4.64 Cr,5.5,,,
Kal Kissne Dekha,12-Jun-09,1.03 Cr,3.34 Cr,4.75 Cr,5.6,,,
99,15-May-09,0.76 Cr,2.97 Cr,4.56 Cr,10,,,
8??10 Tasveer,03-Apr-09,1.89 Cr,6.15 Cr,9.16 Cr,15,,,
Ek ?€? The Power of One,27-Mar-09,1.00 Cr,3.22 Cr,4.71 Cr,6.3,,,
Aa Dekhen Zara,27-Mar-09,0.85 Cr,2.85 Cr,4.23 Cr,6.1,,,
Aloo Chaat,20-Mar-09,0.56 Cr,2.00 Cr,3.11 Cr,4.8,,,
Jai Veeru,13-Mar-09,0.59 Cr,1.73 Cr,2.48 Cr,2.7,,,
Gulaal,13-Mar-09,0.75 Cr,2.29 Cr,3.33 Cr,4.3,,,
13B,06-Mar-09,0.88 Cr,3.10 Cr,4.77 Cr,7.3,,,
Dhoondte Reh Jaoge,06-Mar-09,0 Cr N.A,0 Cr N.A,4.74 Cr,6.3,,,
Delhi-6,20-Feb-09,4.77 Cr,15.43 Cr,22.20 Cr,30,,,
Billu,13-Feb-09,3.78 Cr,12.05 Cr,17.53 Cr,22,,,
Dev D,06-Feb-09,1.34 Cr,5.34 Cr,8.47 Cr,15,,,
Luck By Chance,30-Jan-09,1.72 Cr,5.97 Cr,9.16 Cr,12,,,
Raaz ?€? The Mystery Continues,23-Jan-09,3.95 Cr,11.92 Cr,19.58 Cr,25,,,
Chandni Chowk To China,16-Jan-09,5.57 Cr,17.87 Cr,25.37 Cr,29,,,
Trump Card,01-Jan-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Love com,01-Jan-09,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
Raja Ki Aayegi Baaraat,01-Jan-09,0.17 Cr,0.56 Cr,0.97 Cr,3.1,,,
Shaabash! You Can Do It,01-Jan-09,N.A. Cr,N.A. Cr,N.A. Cr,3.1,,,
Ada?€? a way of life,31-Dec-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Toonpur Ka Superrhero,24-Dec-10,N.A. Cr,1.40 Cr,2.37 Cr,3.5,,,
Isi Life Mein,24-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.6,,,
Tees Maar Khan,24-Dec-10,13.00 Cr,38.25 Cr,49.75 Cr,60,,,
Kaalo,17-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.6,,,
332 Mumbai To India,17-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Mirch,17-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.8,,,
Payback,17-Dec-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
No Problem,10-Dec-10,4.50 Cr,16.50 Cr,23.43 Cr,28,,,
Band Baaja Baaraat,10-Dec-10,0.95 Cr,5.20 Cr,9.40 Cr,17,,,
Phas Gaye Re Obama,03-Dec-10,0.22 Cr,1.20 Cr,2.05 Cr,2.4,,,
Rakht Charitra ?€? 2,03-Dec-10,N.A. Cr,N.A. Cr,N.A. Cr,3.8,,,
Khelein Hum Jee Jaan Sey,03-Dec-10,0 Cr N.A,3.25 Cr,5.01 Cr,5,,,
Khuda Kasam,26-Nov-10,0 Cr N.A,0.36 Cr,0.57 Cr,1.5,,,
Allah Ke Banday,26-Nov-10,N.A. Cr,N.A. Cr,N.A. Cr,0.5,,,
Spanish Beauty/A Beautiful Wife,26-Nov-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Break Ke Baad,26-Nov-10,3.00 Cr,10.50 Cr,15.00 Cr,17,,,
Hisss,22-Nov-10,N.A. Cr,N.A. Cr,N.A. Cr,7.2,,,
Diwangi Ne Had Kar Di,19-Nov-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
Guzaarish,19-Nov-10,4.00 Cr,15.00 Cr,22.00 Cr,29,,,
Shahrukh Bola Khoobsurat Hai Tu,19-Nov-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
Dunno Y Na Jaane Kyun?€?,12-Nov-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Ramaa ?€? The Saviour,12-Nov-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
A Flat,12-Nov-10,N.A. Cr,N.A. Cr,N.A. Cr,0.3,,,
Golmaal 3,05-Nov-10,8.00 Cr,33.58 Cr,62.19 Cr,106,,,
Action Replayy,05-Nov-10,2.75 Cr,16.75 Cr,23.40 Cr,29,,,
Musaa,29-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Nakshatra,29-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
Maalik Ek,29-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Daayen Ya Baayen,29-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Dus Tola,22-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
Rakht Charitra ?€? I,22-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,9,,,
Jhootha Hi Sahi,22-Oct-10,N.A. Cr,5.00 Cr,7.49 Cr,10,,,
Kajraare,15-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Aakrosh,15-Oct-10,0 Cr N.A,7.73 Cr,12.35 Cr,13,,,
Knock Out,15-Oct-10,0 Cr N.A,3.91 Cr,6.28 Cr,7.1,,,
Ramayana ?€? The Epic,15-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.3,,,
Do Dooni Chaar,08-Oct-10,N.A. Cr,N.A. Cr,N.A. Cr,4.3,,,
Lava Kusa,08-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Crook: It?€?s Good To Be Bad,08-Oct-10,0 Cr N.A,7.00 Cr,11.05 Cr,12,,,
Khichdi ?€? The Movie,01-Oct-10,0.75 Cr,3.58 Cr,5.04 Cr,5.1,,,
Benny and Babloo,01-Oct-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,8.4,,,
Robot,01-Oct-10,0 Cr N.A,7.74 Cr,12.37 Cr,23,,,
Anjaana Anjaani,01-Oct-10,7.00 Cr,20.51 Cr,33.00 Cr,40,,,
Life Express,17-Sep-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
For Real,17-Sep-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Dabangg,10-Sep-10,14.50 Cr,48.50 Cr,81.00 Cr,138,,,
The Film Emotional Atyachar,03-Sep-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.9,,,
Mallika,03-Sep-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,1,,,
We Are Family,02-Sep-10,2.70 Cr,14.20 Cr,17.86 Cr,21,,,
Gumshuda,27-Aug-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Geng ?€? The Adventure Begins,27-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Hello Darling,27-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,2.9,,,
Antardwand,27-Aug-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Soch Lo,27-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Aashayein,27-Aug-10,N.A. Cr,1.25 Cr,2.05 Cr,2.5,,,
Madholal Keep Walking,27-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Kis Hudh Tak?€?,20-Aug-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Lafangey Parindey,20-Aug-10,0 Cr N.A,10.50 Cr,17.25 Cr,21,,,
And Once Again,20-Aug-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
PEEPLI [Live],13-Aug-10,0 Cr N.A,16.00 Cr,22.00 Cr,30,,,
Help,13-Aug-10,0 Cr N.A,1.34 Cr,2.36 Cr,2.5,,,
Aisha,06-Aug-10,3.65 Cr,13.43 Cr,17.40 Cr,17,,,
Once Upon A Time In Mumbaai,30-Jul-10,6.05 Cr,22.01 Cr,34.20 Cr,55,,,
Khatta Meetha,23-Jul-10,7.00 Cr,23.00 Cr,32.91 Cr,38,,,
Lamhaa,16-Jul-10,N.A. Cr,6.00 Cr,8.45 Cr,9,,,
Udaan,16-Jul-10,N.A. Cr,1.25 Cr,2.50 Cr,3.3,,,
Tere Bin Laden,16-Jul-10,0.90 Cr,3.74 Cr,5.61 Cr,7.9,,,
Milenge Milenge,09-Jul-10,2.24 Cr,7.54 Cr,10.45 Cr,11,,,
Red Alert ?€? The War Within,09-Jul-10,N.A. Cr,N.A. Cr,N.A. Cr,1.5,,,
I Hate Luv Storys,02-Jul-10,7.00 Cr,23.00 Cr,33.13 Cr,43,,,
Mr. Singh Mrs. Mehta,25-Jun-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Krantiveer-The Revolution,25-Jun-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.7,,,
www.Love.com,25-Jun-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
Raavan,18-Jun-10,0 Cr N.A,16.50 Cr,23.58 Cr,29,,,
The Camp,11-Jun-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Ek Second?€? Jo Zindagi Badal De?,11-Jun-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Raajneeti,04-Jun-10,10.50 Cr,33.63 Cr,56.00 Cr,93,,,
Ashok Chakra,28-May-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Kites,21-May-10,10.40 Cr,30.50 Cr,40.90 Cr,49,,,
Admissions Open,14-May-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Vroom,14-May-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Kushti,14-May-10,N.A. Cr,N.A. Cr,N.A. Cr,0.4,,,
Bumm Bumm Bole,14-May-10,N.A. Cr,N.A. Cr,N.A. Cr,1,,,
Bal Hanuman 2,14-May-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Badmaash Company,07-May-10,0 Cr N.A,13.03 Cr,20.84 Cr,35,,,
It?€?s a Wonderful Afterlife,07-May-10,N.A. Cr,N.A. Cr,N.A. Cr,1,,,
Do Dilon Ke Khel Mein,06-May-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Housefull,30-Apr-10,10.00 Cr,29.80 Cr,52.30 Cr,75,,,
Chase,29-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.3,,,
Kuchh Kariye,23-Apr-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
City Of Gold,23-Apr-10,N.A. Cr,N.A. Cr,N.A. Cr,2,,,
Muskurake Dekh Zara,23-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.3,,,
Apartment,23-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Mumbai 118,23-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
Bird Idol,23-Apr-10,N.A. Cr,N.A. Cr,N.A. Cr,0.2,,,
Paathshaala,16-Apr-10,N.A. Cr,5.25 Cr,8.35 Cr,21,,,
Phoonk 2,16-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.5,,,
Jaane Kahan Se Aayi Hai,09-Apr-10,0.00 Cr,2.00 Cr,3.22 Cr,4.5,,,
The Japanese Wife,09-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.4,,,
Prince,09-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,28,,,
Tum Milo Toh Sahi,02-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.5,,,
Sadiyaan,02-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.6,,,
The Great Indian Butterfly,02-Apr-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Pankh,02-Apr-10,0 Cr N.A,0.17 Cr,0.17 Cr,0.2,,,
My Friend Ganesha 3,26-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0.2,,,
Well Done Abba,26-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.7,,,
Prem Kaa Game,26-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,3.7,,,
Hum Tum Aur Ghost,26-Mar-10,0 Cr N.A,2.50 Cr,0 Cr N.A,5,,,
Mittal V/S Mittal,26-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Lahore,19-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,1,,,
Idiot Box,19-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Shaapit,19-Mar-10,0 Cr N.A,0 Cr N.A,6.05 Cr,9.4,,,
Love Sex Aur Dhokha,19-Mar-10,0 Cr N.A,4.25 Cr,6.40 Cr,9.7,,,
Na Ghar Ke Na Ghaat Ke,12-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0.8,,,
Swaha,12-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Right Yaaa Wrong,12-Mar-10,N.A. Cr,1.93 Cr,3.07 Cr,4.1,,,
Hide & Seek,12-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.5,,,
Atithi Tum Kab Jaoge?,05-Mar-10,0 Cr N.A,11.86 Cr,18.93 Cr,41,,,
Rokkk,05-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.9,,,
Thanks Maa,05-Mar-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
Hello Zindagi,05-Mar-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Teen Patti,26-Feb-10,0 Cr N.A,3.84 Cr,6.11 Cr,6.7,,,
Karthik Calling Karthik,26-Feb-10,0 Cr N.A,8.92 Cr,14.27 Cr,26,,,
Toh Baat Pakki,19-Feb-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.2,,,
Click,19-Feb-10,N.A. Cr,N.A. Cr,N.A. Cr,2.4,,,
My Name Is Khan,12-Feb-10,8.00 Cr,30.00 Cr,48.45 Cr,82,,,
"Road, Movie",05-Feb-10,N.A. Cr,0.83 Cr,1.32 Cr,2.2,,,
Phaans ?€? Ek Jasoos Ki Kahani,05-Feb-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Striker,05-Feb-10,N.A. Cr,0.80 Cr,0.00 Cr,0.8,,,
Rann,29-Jan-10,0 Cr N.A,4.73 Cr,7.55 Cr,7.8,,,
Ishqiya,29-Jan-10,0 Cr N.A,9.33 Cr,13.22 Cr,28,,,
Veer,22-Jan-10,7.00 Cr,19.57 Cr,31.82 Cr,46,,,
Chance Pe Dance,15-Jan-10,N.A. Cr,6.00 Cr,9.55 Cr,20,,,
Bhavnao Ko Samjho,15-Jan-10,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Hello Hum Lallann Bol Rahe Hain,15-Jan-10,N.A. Cr,0.00 Cr,N.A. Cr,0,,,
Mission 11 Jul,15-Jan-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Dulha Mil Gaya,08-Jan-10,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.1,,,
Pyaar Impossible,08-Jan-10,0 Cr N.A,2.96 Cr,4.75 Cr,6.2,,,
Ek Aadat,30-Nov-09,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Kya Yahi Sach Hai,30-Dec-11,0 Cr N.A,0 Cr N.A,0.19 Cr,0.2,,,
Don Ke Baad Kaun?,23-Dec-11,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Don 2,23-Dec-11,15.30 Cr,48.39 Cr,75.51 Cr,106,,,
Pappu Can?€?t Dance Saala,16-Dec-11,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.3,,,
Faraar,16-Dec-11,N.A. Cr,N.A. Cr,N.A. Cr,0.3,,,
Jo Hum Chahein,16-Dec-11,N.A. Cr,N.A. Cr,0.23 Cr,0.2,,,
Ye Stupid Pyar,09-Dec-11,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Lanka,09-Dec-11,N.A. Cr,N.A. Cr,0.51 Cr,0.5,,,
Ladies VS Ricky Bahl,09-Dec-11,4.74 Cr,16.54 Cr,24.93 Cr,32,,,
The Dirty Picture,02-Dec-11,9.54 Cr,32.70 Cr,52.50 Cr,80,,,
I Am Singh,02-Dec-11,N.A. Cr,N.A. Cr,0.35 Cr,0.3,,,
Ek Main Ek Tum,01-Dec-11,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Desi Boyz,25-Nov-11,8.00 Cr,25.50 Cr,35.27 Cr,42,,,
Dam 999,25-Nov-11,N.A. Cr,N.A. Cr,0.81 Cr,1.1,,,
Shakal Pe Mat Ja,18-Nov-11,0 Cr N.A,0 Cr N.A,0.35 Cr,0.3,,,
Who?€?s There?,18-Nov-11,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Rockstar,11-Nov-11,10.60 Cr,33.60 Cr,49.01 Cr,62,,,
Tension Doooor,04-Nov-11,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Na Jaane Kabse..,04-Nov-11,N.A. Cr,N.A. Cr,0.02 Cr,0,,,
Miley Naa Miley Hum,04-Nov-11,N.A. Cr,0.46 Cr,0.71 Cr,0.7,,,
Loot,04-Nov-11,0 Cr N.A,0 Cr N.A,3.12 Cr,3.4,,,
Tell Me O Kkhuda,27-Oct-11,N.A. Cr,N.A. Cr,0.93 Cr,1.2,,,
Damadamm!,27-Oct-11,N.A. Cr,N.A. Cr,0.86 Cr,1,,,
Ra.One,26-Oct-11,18.50 Cr,92.00 Cr,99.00 Cr,114,,,
Be-Careful,21-Oct-11,0 Cr N.A,0 Cr N.A,0.26 Cr,0.3,,,
Aazaan,14-Oct-11,N.A. Cr,N.A. Cr,1.67 Cr,2.3,,,
My Friend Pinto,14-Oct-11,0 Cr N.A,0 Cr N.A,1.45 Cr,1.9,,,
Jo Dooba So Paar ?€? It?€?s Love in Bihar!,14-Oct-11,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Mujhse Fraaandship Karoge,14-Oct-11,0.50 Cr,2.18 Cr,3.70 Cr,5.1,,,
Mod,14-Oct-11,N.A. Cr,N.A. Cr,0.41 Cr,0.5,,,
Love Breakups Zindagi,07-Oct-11,N.A. Cr,N.A. Cr,1.42 Cr,1.7,,,
Soundtrack,07-Oct-11,0 Cr N.A,0 Cr N.A,0.43 Cr,0.5,,,
9 Eleven,07-Oct-11,N.A. Cr,N.A. Cr,0.02 Cr,0,,,
Rascals,06-Oct-11,0 Cr N.A,23.50 Cr,27.68 Cr,32,,,
Saheb Biwi Aur Gangster,30-Sep-11,0 Cr N.A,3.75 Cr,5.77 Cr,10,,,
Tere Mere Phere,30-Sep-11,0 Cr N.A,0 Cr N.A,0.54 Cr,0.6,,,
Force,30-Sep-11,5.05 Cr,16.00 Cr,24.52 Cr,27,,,
Chargesheet,30-Sep-11,N.A. Cr,N.A. Cr,0.02 Cr,0,,,
Hum Tum Shabana,30-Sep-11,N.A. Cr,1.20 Cr,1.90 Cr,2.3,,,
Speedy Singhs,23-Sep-11,N.A. Cr,N.A. Cr,3.25 Cr,3.5,,,
Mausam,23-Sep-11,0 Cr N.A,20.75 Cr,28.49 Cr,29,,,
U R My Jaan,23-Sep-11,0 Cr N.A,0 Cr N.A,0.06 Cr,0,,,
Rivaaz,16-Sep-11,N.A. Cr,N.A. Cr,0.22 Cr,0.3,,,
Mere Brother Ki Dulhan,09-Sep-11,7.40 Cr,25.90 Cr,38.99 Cr,58,,,
That Girl in Yellow Boots,02-Sep-11,N.A. Cr,N.A. Cr,N.A. Cr,2.1,,,
Bol,31-Aug-11,0 Cr N.A,0 Cr N.A,1.27 Cr,2,,,
Bodyguard,31-Aug-11,21.60 Cr,88.75 Cr,115.00 Cr,148,,,
Mummy Punjabi,31-Aug-11,N.A. Cr,N.A. Cr,0.16 Cr,0.2,,,
Shabri,26-Aug-11,0 Cr N.A,0 Cr N.A,0.27 Cr,0.3,,,
Stand By,26-Aug-11,N.A. Cr,N.A. Cr,0.25 Cr,0.3,,,
Chitkabrey ?€? Shades Of Grey,26-Aug-11,0 Cr N.A,0 Cr N.A,0.15 Cr,0.2,,,
Yeh Dooriyan,26-Aug-11,N.A. Cr,N.A. Cr,0.26 Cr,0.3,,,
Not A Love Story,19-Aug-11,N.A. Cr,N.A. Cr,3.50 Cr,4.1,,,
Sahi Dhandhe Galat Bande,19-Aug-11,0 Cr N.A,0 Cr N.A,0.61 Cr,0.6,,,
5ters ?€? Castle Of Dark Master,19-Aug-11,N.A. Cr,N.A. Cr,N.A. Cr,0,,,
Chatur Singh Two Star,19-Aug-11,N.A. Cr,1.61 Cr,2.60 Cr,3.2,,,
Aarakshan,12-Aug-11,0 Cr N.A,16.90 Cr,26.52 Cr,40,,,
Phhir,12-Aug-11,N.A. Cr,N.A. Cr,1.91 Cr,2.5,,,
I Am Kalam,05-Aug-11,N.A. Cr,N.A. Cr,0.60 Cr,0.7,,,
Chala Mussaddi ?€? Office Office,05-Aug-11,N.A. Cr,N.A. Cr,1.35 Cr,1.5,,,
Warning,05-Aug-11,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Gandhi To Hitler,29-Jul-11,N.A. Cr,N.A. Cr,0.26 Cr,0.3,,,
Bubble Gum,29-Jul-11,0 Cr N.A,0 Cr N.A,0.11 Cr,0.1,,,
Khap,29-Jul-11,N.A. Cr,N.A. Cr,0.12 Cr,0.1,,,
Singham,22-Jul-11,8.94 Cr,30.98 Cr,51.25 Cr,100,,,
Zindagi Na Milegi Dobara,15-Jul-11,8.00 Cr,28.25 Cr,45.40 Cr,90,,,
Murder 2,08-Jul-11,7.10 Cr,22.35 Cr,36.50 Cr,47,,,
Chillar Party,08-Jul-11,0.45 Cr,3.15 Cr,5.10 Cr,6.5,,,
Bbuddah?€?Hoga Terra Baap,01-Jul-11,1.90 Cr,7.32 Cr,11.55 Cr,13,,,
Delhi Belly,01-Jul-11,7.15 Cr,26.15 Cr,35.02 Cr,52,,,
Double Dhamaal,24-Jun-11,7.62 Cr,22.78 Cr,36.59 Cr,43,,,
Bheja Fry 2,17-Jun-11,2.05 Cr,6.65 Cr,8.25 Cr,10,,,
Cycle Kick,17-Jun-11,N.A. Cr,N.A. Cr,0.02 Cr,0,,,
Always Kabhi Kabhi,17-Jun-11,N.A. Cr,N.A. Cr,2.51 Cr,2.8,,,
Bin Bulaye Baarati,17-Jun-11,0 Cr N.A,0 Cr N.A,2.76 Cr,3.7,,,
Bhindi Baazaar Inc,17-Jun-11,N.A. Cr,N.A. Cr,1.16 Cr,1.2,,,
Love Express,10-Jun-11,N.A. Cr,N.A. Cr,0.15 Cr,0.2,,,
Shaitan,10-Jun-11,0.81 Cr,3.41 Cr,5.25 Cr,8.1,,,
Ready,03-Jun-11,13.15 Cr,40.65 Cr,68.02 Cr,119,,,
A Strange Love Story,03-Jun-11,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Kucch Luv Jaisaa,27-May-11,0 Cr N.A,0 Cr N.A,2.38 Cr,2.9,,,
Sheetalbhabhi.com,27-May-11,0 Cr N.A,0 Cr N.A,0.15 Cr,0.1,,,
Kashmakash,20-May-11,N.A. Cr,N.A. Cr,0.27 Cr,0.3,,,
404,20-May-11,0 Cr N.A,0 Cr N.A,0.71 Cr,0.9,,,
Pyaar Ka Punchnama,20-May-11,0.92 Cr,3.25 Cr,5.56 Cr,9,,,
Love U?€? Mr. Kalakaar!,13-May-11,N.A. Cr,0.86 Cr,1.31 Cr,1.9,,,
Shagird,13-May-11,0 Cr N.A,0 Cr N.A,1.82 Cr,2,,,
